"year","teamid","rank","games","wins","loses","WSWin","runs","at_basts","hits","doubles","triples","home_runs","walks","strikeouts","stolen_bases","caught_stealing","sacrifice_flies","runs_against","earned_runs","earned_run_average","errors","fielding_percentage"
2004,"SEA",4,162,63,99,"N",698,5722,1544,276,20,136,492,1058,110,"42","48",823,772,4.76,103,0.983
2004,"SFN",2,162,91,71,"N",850,5546,1500,314,33,183,705,874,43,"23","51",770,695,4.29,101,0.984
2004,"SLN",1,162,105,57,"N",855,5555,1544,319,24,214,548,1085,111,"47","70",659,605,3.75,97,0.985
2004,"TBA",4,161,70,91,"N",714,5483,1416,278,46,145,469,944,132,"42","56",842,757,4.81,119,0.98
2004,"TEX",3,162,89,73,"N",860,5615,1492,323,34,227,500,1099,69,"36","57",794,724,4.53,117,0.981
2004,"TOR",5,161,67,94,"N",719,5531,1438,290,34,145,513,1083,58,"31","42",823,775,4.91,91,0.985
2005,"ARI",2,162,77,85,"N",696,5550,1419,291,27,191,606,1094,67,"26","45",856,783,4.84,94,0.985
2005,"ATL",1,162,90,72,"N",769,5486,1453,308,37,184,534,1084,92,"32","46",674,639,3.98,86,0.986
2005,"BAL",4,162,74,88,"N",729,5551,1492,296,27,189,447,902,83,"37","42",800,724,4.56,107,0.982
2005,"BOS",2,162,95,67,"N",910,5626,1579,339,21,199,653,1044,45,"12","63",805,752,4.74,109,0.982
2005,"CHA",1,162,99,63,"Y",741,5529,1450,253,23,200,435,1002,137,"67","49",645,592,3.61,94,0.985
2005,"CHN",4,162,79,83,"N",703,5584,1506,323,23,194,419,920,65,"39","37",714,671,4.19,101,0.983
2005,"CIN",5,163,73,89,"N",820,5565,1453,335,15,222,611,1303,72,"23","39",889,820,5.15,104,0.983
2005,"CLE",2,162,93,69,"N",790,5609,1522,337,30,207,503,1093,62,"36","50",642,582,3.61,106,0.983
2005,"COL",5,162,67,95,"N",740,5542,1477,280,34,150,509,1103,65,"32","34",862,808,5.13,118,0.981
2005,"DET",4,162,71,91,"N",723,5602,1521,283,45,168,384,1038,66,"28","52",787,719,4.51,110,0.982
2005,"FLO",3,162,83,79,"N",717,5502,1499,306,32,128,512,918,96,"38","50",732,666,4.16,103,0.983
2005,"HOU",2,163,89,73,"N",693,5462,1400,281,32,161,481,1037,115,"44","42",609,563,3.51,89,0.985
2005,"KCA",5,162,56,106,"N",701,5503,1445,289,34,126,424,1008,53,"33","50",935,862,5.49,125,0.979
2005,"LAA",1,162,95,67,"N",761,5624,1520,278,30,147,447,848,161,"57","39",643,598,3.68,87,0.986
2005,"LAN",4,162,71,91,"N",685,5433,1374,284,21,149,541,1094,58,"35","33",755,695,4.38,106,0.983
2005,"MIL",3,162,81,81,"N",726,5448,1413,327,19,175,531,1162,79,"34","38",697,635,3.97,119,0.98
2005,"MIN",3,162,83,79,"N",688,5564,1441,269,32,134,485,978,102,"44","42",662,604,3.71,102,0.984
2005,"NYA",1,162,95,67,"N",886,5624,1552,259,16,229,637,989,84,"27","43",789,718,4.52,95,0.984
2005,"NYN",3,162,83,79,"N",722,5505,1421,279,32,175,486,1075,153,"40","38",648,599,3.76,106,0.983
2005,"OAK",2,162,88,74,"N",772,5627,1476,310,20,155,537,819,31,"22","40",658,594,3.69,88,0.986
2005,"PHI",2,162,88,74,"N",807,5542,1494,282,35,167,639,1083,116,"27","46",726,672,4.21,90,0.985
2005,"PIT",6,162,67,95,"N",680,5573,1445,292,38,139,471,1092,73,"30","49",769,706,4.42,117,0.981
2005,"SDN",1,162,82,80,"N",684,5502,1416,269,39,130,600,977,99,"44","48",726,668,4.13,109,0.982
2005,"SEA",4,162,69,93,"N",699,5507,1408,289,34,130,466,986,102,"47","37",751,712,4.49,86,0.986
2005,"SFN",3,162,75,87,"N",649,5462,1427,299,26,128,431,901,71,"35","44",745,695,4.33,90,0.985
2005,"SLN",1,162,100,62,"N",805,5538,1494,287,26,170,534,947,83,"36","35",634,560,3.49,100,0.984
2005,"TBA",5,162,67,95,"N",750,5552,1519,289,40,157,412,990,151,"49","51",936,851,5.39,124,0.979
2005,"TEX",3,162,79,83,"N",865,5716,1528,311,29,260,495,1112,67,"15","32",858,794,4.96,108,0.982
2005,"TOR",3,162,80,82,"N",775,5581,1480,307,39,136,486,955,72,"35","56",705,653,4.06,95,0.985
2005,"WAS",5,162,81,81,"N",639,5426,1367,311,32,117,491,1090,45,"45","45",673,627,3.87,92,0.985
2006,"ARI",4,162,76,86,"N",773,5645,1506,331,38,160,504,965,76,"30","53",788,727,4.48,104,0.983
2006,"ATL",3,162,79,83,"N",849,5583,1510,312,26,222,526,1169,52,"35","44",805,736,4.6,99,0.984
2006,"BAL",4,162,70,92,"N",768,5610,1556,288,20,164,474,878,121,"32","41",899,843,5.35,102,0.983
2006,"BOS",3,162,86,76,"N",820,5619,1510,327,16,192,672,1056,51,"23","56",825,773,4.83,66,0.989
2006,"CHA",3,162,90,72,"N",868,5657,1586,291,20,236,502,1056,93,"48","57",794,743,4.61,90,0.985
2006,"CHN",6,162,66,96,"N",716,5587,1496,271,46,166,395,928,121,"49","37",834,758,4.74,106,0.982
2006,"CIN",3,162,80,82,"N",749,5515,1419,291,12,217,614,1192,124,"33","38",801,725,4.51,128,0.979
2006,"CLE",4,162,78,84,"N",870,5619,1576,351,27,196,556,1204,55,"23","43",782,698,4.41,118,0.981
2006,"COL",4,162,76,86,"N",813,5562,1504,325,54,157,561,1108,85,"50","45",812,749,4.66,91,0.985
2006,"DET",2,162,95,67,"N",822,5642,1548,294,40,203,430,1133,60,"40","36",675,618,3.84,106,0.983
2006,"FLO",4,162,78,84,"N",758,5502,1454,309,42,182,497,1249,110,"58","42",772,696,4.37,126,0.979
2006,"HOU",2,162,82,80,"N",735,5521,1407,275,27,174,585,1076,79,"36","46",719,666,4.08,80,0.987
2006,"KCA",5,162,62,100,"N",757,5589,1515,335,37,124,474,1040,65,"34","48",971,896,5.65,98,0.984
2006,"LAA",2,162,89,73,"N",766,5609,1539,309,29,159,486,914,148,"57","53",732,652,4.04,124,0.979
2006,"LAN",2,162,88,74,"N",820,5628,1552,307,58,153,601,959,128,"49","48",751,686,4.23,115,0.982
2006,"MIL",4,162,75,87,"N",730,5433,1400,301,20,180,502,1233,71,"37","53",833,763,4.82,117,0.98
2006,"MIN",1,162,96,66,"N",801,5602,1608,275,34,143,490,872,101,"42","55",683,632,3.95,84,0.986
2006,"NYA",1,162,97,65,"N",930,5651,1608,327,21,210,649,1053,139,"35","49",767,708,4.41,104,0.983
2006,"NYN",1,162,97,65,"N",834,5558,1469,323,41,200,547,1071,146,"35","47",731,673,4.14,104,0.983
2006,"OAK",1,162,93,69,"N",771,5500,1429,266,22,175,650,976,61,"20","56",727,679,4.21,84,0.986
2006,"PHI",2,162,85,77,"N",865,5687,1518,294,41,216,626,1203,92,"25","44",812,747,4.6,104,0.983
2006,"PIT",5,162,67,95,"N",691,5558,1462,286,17,141,459,1200,68,"23","49",797,720,4.52,104,0.983
2006,"SDN",1,162,88,74,"N",731,5576,1465,298,38,161,564,1104,123,"31","47",679,629,3.87,92,0.985
2006,"SEA",4,162,78,84,"N",756,5670,1540,266,42,172,404,974,106,"37","38",792,739,4.6,88,0.985
2006,"SFN",3,161,76,85,"N",746,5472,1418,297,52,163,494,891,58,"25","37",790,735,4.63,91,0.985
2006,"SLN",1,161,83,78,"Y",781,5522,1484,292,27,184,531,922,59,"32","40",762,721,4.54,98,0.984
2006,"TBA",5,162,61,101,"N",689,5474,1395,267,33,190,441,1106,134,"52","43",856,782,4.96,116,0.981
2006,"TEX",3,162,80,82,"N",835,5659,1571,357,23,183,505,1061,53,"24","50",784,731,4.6,98,0.984
2006,"TOR",2,162,87,75,"N",809,5596,1591,348,27,199,514,906,65,"33","52",754,694,4.37,99,0.984
2006,"WAS",5,162,71,91,"N",746,5495,1437,322,22,164,594,1156,123,"62","49",872,803,5.03,131,0.978
2007,"ARI",1,162,90,72,"N",712,5398,1350,286,40,171,532,1111,109,"24","58",732,662,4.13,106,0.983
2007,"ATL",3,162,84,78,"N",810,5689,1562,328,27,176,534,1149,64,"30","47",733,665,4.11,107,0.983
2007,"BAL",4,162,69,93,"N",756,5631,1529,306,30,142,500,939,144,"42","47",868,827,5.17,79,0.987
2007,"BOS",1,162,96,66,"Y",867,5589,1561,352,35,166,689,1042,96,"24","54",657,618,3.87,81,0.986
2007,"CHA",4,162,72,90,"N",693,5441,1341,249,20,190,532,1149,78,"45","35",839,763,4.77,108,0.982
2007,"CHN",1,162,85,77,"N",752,5643,1530,340,28,151,500,1054,86,"33","37",690,650,4.04,94,0.984
2007,"CIN",5,162,72,90,"N",783,5607,1496,293,23,204,536,1113,97,"31","46",853,796,4.94,95,0.984
2007,"CLE",1,162,96,66,"N",811,5604,1504,305,27,178,590,1202,72,"41","59",704,658,4.05,92,0.985
2007,"COL",2,163,90,73,"N",860,5691,1591,313,36,171,622,1152,100,"31","44",758,706,4.32,68,0.989
2007,"DET",2,162,88,74,"N",887,5757,1652,352,50,177,474,1054,103,"30","45",797,735,4.57,99,0.984
2007,"FLO",5,162,71,91,"N",790,5627,1504,340,38,201,521,1332,105,"34","42",891,793,4.94,137,0.977
2007,"HOU",4,162,73,89,"N",723,5605,1457,293,30,167,547,1043,65,"33","40",813,761,4.68,103,0.983
2007,"KCA",5,162,69,93,"N",706,5534,1447,300,46,102,428,1069,78,"44","47",778,716,4.48,106,0.982
2007,"LAA",1,162,94,68,"N",822,5554,1578,324,23,123,507,883,139,"55","65",731,674,4.23,101,0.983
2007,"LAN",4,162,82,80,"N",735,5614,1544,276,35,129,511,864,137,"50","55",727,677,4.2,114,0.981
2007,"MIL",2,162,83,79,"N",801,5554,1455,310,37,231,501,1137,96,"32","47",776,708,4.41,109,0.982
2007,"MIN",3,162,79,83,"N",718,5522,1460,273,36,118,512,839,112,"30","45",725,663,4.15,95,0.984
2007,"NYA",2,162,94,68,"N",968,5717,1656,326,32,201,637,991,123,"40","54",777,724,4.49,88,0.985
2007,"NYN",2,162,88,74,"N",804,5605,1543,294,27,177,549,981,200,"46","58",750,687,4.26,101,0.983
2007,"OAK",3,162,76,86,"N",741,5577,1430,295,16,171,664,1119,52,"20","56",758,689,4.28,90,0.985
2007,"PHI",1,162,89,73,"N",892,5688,1558,326,41,213,641,1205,138,"19","52",821,767,4.73,89,0.986
2007,"PIT",6,162,68,94,"N",724,5569,1463,322,31,148,463,1135,68,"30","51",846,793,4.93,83,0.986
2007,"SDN",3,163,89,74,"N",741,5612,1408,322,31,171,557,1229,55,"24","44",666,611,3.7,92,0.985
2007,"SEA",2,162,88,74,"N",794,5684,1629,284,22,153,389,861,81,"30","40",813,754,4.73,90,0.985
2007,"SFN",5,162,71,91,"N",683,5538,1407,267,37,131,532,907,119,"33","36",720,677,4.19,88,0.986
2007,"SLN",3,162,78,84,"N",725,5529,1513,279,13,141,506,909,56,"33","54",829,741,4.65,121,0.98
2007,"TBA",5,162,66,96,"N",782,5593,1500,291,36,187,545,1324,131,"48","52",944,879,5.53,117,0.98
2007,"TEX",4,162,75,87,"N",816,5555,1460,298,36,179,503,1224,88,"25","42",844,755,4.75,124,0.98
2007,"TOR",3,162,83,79,"N",753,5536,1434,344,24,165,533,1044,57,"22","48",699,644,4.0,102,0.984
2007,"WAS",4,162,73,89,"N",673,5520,1415,309,31,123,524,1128,69,"23","41",783,736,4.58,109,0.982
2008,"ARI",2,162,82,80,"N",720,5409,1355,318,47,159,587,1287,58,"23","43",706,635,3.98,113,0.981
2008,"ATL",4,162,72,90,"N",753,5604,1514,316,33,130,618,1023,58,"27","34",778,714,4.46,107,0.983
2008,"BAL",5,161,68,93,"N",782,5559,1486,322,30,172,533,990,81,"37","48",869,810,5.13,100,0.983
2008,"BOS",2,162,95,67,"N",845,5596,1565,353,33,173,646,1068,120,"35","62",694,645,4.01,85,0.986
2008,"CHA",1,163,89,74,"N",811,5553,1458,296,13,235,540,1016,67,"34","47",729,658,4.06,108,0.983
2008,"CHN",1,161,97,64,"N",855,5588,1552,329,21,184,636,1186,87,"34","45",671,624,3.87,99,0.983
2008,"CIN",5,162,74,88,"N",704,5465,1351,269,24,187,560,1125,85,"47","41",800,729,4.55,114,0.981
2008,"CLE",3,162,81,81,"N",805,5543,1455,339,22,171,560,1213,77,"29","49",761,711,4.45,94,0.985
2008,"COL",3,162,74,88,"N",747,5557,1462,310,28,160,570,1209,141,"37","38",822,766,4.77,96,0.985
2008,"DET",5,162,74,88,"N",821,5641,1529,293,41,200,572,1076,63,"31","44",857,786,4.9,113,0.981
2008,"FLO",3,161,84,77,"N",770,5499,1397,302,28,208,543,1371,76,"28","46",767,707,4.43,117,0.98
2008,"HOU",3,161,86,75,"N",712,5451,1432,284,22,167,449,1051,114,"52","41",743,691,4.36,67,0.989
2008,"KCA",4,162,75,87,"N",691,5608,1507,303,28,120,392,1005,79,"38","36",781,720,4.48,96,0.984
2008,"LAA",1,162,100,62,"N",765,5540,1486,274,25,159,481,987,129,"48","50",697,644,3.99,91,0.985
2008,"LAN",1,162,84,78,"N",700,5506,1455,271,29,137,543,1032,126,"43","38",648,591,3.68,101,0.984
2008,"MIL",2,162,90,72,"N",750,5535,1398,324,35,198,550,1203,108,"38","43",689,623,3.85,101,0.984
2008,"MIN",2,163,88,75,"N",829,5641,1572,298,49,111,529,979,102,"42","72",745,675,4.16,108,0.982
2008,"NYA",3,162,89,73,"N",789,5572,1512,289,20,180,535,1015,118,"39","39",727,685,4.28,83,0.986
2008,"NYN",2,162,89,73,"N",799,5606,1491,274,38,172,619,1024,138,"36","49",715,662,4.07,83,0.986
2008,"OAK",3,161,75,86,"N",646,5451,1318,270,23,125,574,1226,88,"21","35",690,640,4.01,98,0.984
2008,"PHI",1,162,92,70,"Y",799,5509,1407,291,36,214,586,1117,136,"25","40",680,625,3.88,90,0.985
2008,"PIT",6,162,67,95,"N",735,5628,1454,314,21,153,474,1039,57,"19","51",884,822,5.08,107,0.983
2008,"SDN",5,162,63,99,"N",637,5568,1390,264,27,154,518,1259,36,"17","46",764,714,4.41,85,0.986
2008,"SEA",4,162,61,101,"N",671,5643,1498,285,20,124,417,890,90,"32","42",811,754,4.73,99,0.984
2008,"SFN",4,162,72,90,"N",640,5543,1452,311,37,94,452,1044,108,"46","44",759,701,4.38,96,0.983
2008,"SLN",4,162,86,76,"N",779,5636,1585,283,26,174,577,985,73,"32","44",725,677,4.19,85,0.986
2008,"TBA",1,162,97,65,"N",774,5541,1443,284,37,180,626,1224,142,"50","52",671,618,3.82,90,0.985
2008,"TEX",2,162,79,83,"N",901,5728,1619,376,35,194,595,1207,81,"25","54",967,860,5.37,132,0.978
2008,"TOR",4,162,86,76,"N",714,5503,1453,303,32,126,521,938,80,"27","56",610,561,3.49,84,0.986
2008,"WAS",5,161,59,102,"N",641,5491,1376,269,26,117,534,1095,81,"43","36",825,742,4.66,123,0.98
2009,"ARI",5,162,70,92,"N",720,5565,1408,307,45,173,571,1298,102,"40","41",782,711,4.42,124,0.98
2009,"ATL",3,162,86,76,"N",735,5539,1459,300,20,149,602,1064,58,"26","47",641,581,3.57,96,0.985
2009,"BAL",5,162,64,98,"N",741,5618,1508,307,19,160,517,1013,76,"37","46",876,817,5.15,90,0.985
2009,"BOS",2,162,95,67,"N",872,5543,1495,335,25,212,659,1120,126,"39","51",736,695,4.35,82,0.986
2009,"CHA",3,162,79,83,"N",724,5463,1410,246,20,184,534,1022,113,"49","39",732,663,4.14,113,0.981
2009,"CHN",2,161,83,78,"N",707,5486,1398,293,29,161,592,1185,56,"34","42",672,616,3.84,105,0.983
2009,"CIN",4,162,78,84,"N",673,5462,1349,280,25,158,531,1129,96,"40","41",723,677,4.18,89,0.985
2009,"CLE",4,162,65,97,"N",773,5568,1468,314,28,161,582,1211,84,"31","50",865,806,5.06,97,0.984
2009,"COL",2,162,92,70,"N",804,5398,1408,300,50,190,660,1277,106,"55","60",715,675,4.22,87,0.986
2009,"DET",2,163,86,77,"N",743,5540,1443,245,35,183,540,1114,72,"33","39",745,690,4.29,88,0.985
2009,"FLO",2,162,87,75,"N",772,5572,1493,296,25,159,568,1226,75,"35","39",766,690,4.29,106,0.982
2009,"HOU",5,162,74,88,"N",643,5436,1415,270,32,142,448,990,113,"44","45",770,722,4.54,78,0.987
2009,"KCA",4,162,65,97,"N",686,5532,1432,276,51,144,457,1091,88,"29","32",842,765,4.83,117,0.98
2009,"LAA",1,162,97,65,"N",883,5622,1604,293,33,173,547,1054,148,"63","52",761,715,4.45,85,0.986
2009,"LAN",1,162,95,67,"N",780,5592,1511,278,39,145,607,1068,116,"48","44",611,558,3.41,83,0.986
2009,"MIL",3,162,80,82,"N",785,5510,1447,281,37,182,610,1231,68,"37","47",818,770,4.83,98,0.984
2009,"MIN",1,163,87,76,"N",817,5608,1539,271,40,172,585,1021,85,"32","57",765,726,4.5,76,0.987
2009,"NYA",1,162,103,59,"Y",915,5660,1604,325,21,244,663,1014,111,"28","39",753,687,4.26,86,0.985
2009,"NYN",4,162,70,92,"N",671,5453,1472,295,49,95,526,928,122,"44","55",757,705,4.45,97,0.984
2009,"OAK",4,162,75,87,"N",759,5584,1464,307,21,135,527,1046,133,"48","54",761,685,4.26,105,0.983
2009,"PHI",1,162,93,69,"N",820,5578,1439,312,35,224,589,1155,119,"28","45",709,673,4.16,76,0.987
2009,"PIT",6,161,62,99,"N",636,5417,1364,289,34,125,499,1142,90,"32","36",768,723,4.59,73,0.988
2009,"SDN",4,162,75,87,"N",638,5425,1315,265,31,141,586,1182,82,"29","36",769,704,4.37,94,0.984
2009,"SEA",3,162,85,77,"N",640,5543,1430,280,19,160,421,1093,89,"33","44",692,625,3.87,105,0.982
2009,"SFN",3,162,88,74,"N",657,5493,1411,275,43,122,392,1158,78,"28","55",611,571,3.55,88,0.985
2009,"SLN",1,162,91,71,"N",730,5465,1436,294,29,160,528,1041,75,"31","43",640,586,3.66,96,0.985
2009,"TBA",3,162,84,78,"N",803,5462,1434,297,36,199,642,1229,194,"61","45",754,686,4.33,98,0.983
2009,"TEX",2,162,87,75,"N",784,5526,1436,296,27,224,472,1253,149,"36","51",740,698,4.38,106,0.982
2009,"TOR",4,162,75,87,"N",798,5696,1516,339,13,209,548,1028,73,"23","49",771,720,4.47,76,0.988
2009,"WAS",5,162,59,103,"N",710,5493,1416,271,38,156,617,1208,73,"40","42",874,791,5.0,143,0.977
2010,"ARI",5,162,65,97,"N",713,5473,1366,301,34,180,589,1529,86,"41","41",836,765,4.81,102,0.983
2010,"ATL",2,162,91,71,"N",738,5463,1411,312,25,139,634,1140,63,"29","35",629,569,3.56,126,0.98
2010,"BAL",5,162,66,96,"N",613,5554,1440,264,21,133,424,1056,76,"34","45",785,733,4.59,105,0.982
2010,"BOS",3,162,89,73,"N",818,5646,1511,358,22,211,587,1140,68,"17","46",744,679,4.2,111,0.982
2010,"CHA",2,162,88,74,"N",752,5484,1467,263,21,177,467,922,160,"74","38",704,658,4.09,103,0.983
2010,"CHN",5,162,75,87,"N",685,5512,1414,298,27,149,479,1236,55,"31","38",767,668,4.18,126,0.979
2010,"CIN",1,162,91,71,"N",790,5579,1515,293,30,188,522,1218,93,"43","50",685,648,4.01,72,0.988
2010,"CLE",4,162,69,93,"N",646,5487,1362,290,20,128,545,1184,91,"33","33",752,684,4.3,110,0.982
2010,"COL",3,162,83,79,"N",770,5530,1452,270,54,173,585,1274,99,"41","47",717,663,4.14,101,0.984
2010,"DET",3,162,81,81,"N",751,5643,1515,308,32,152,546,1147,69,"30","41",743,690,4.3,109,0.982
2010,"FLO",3,162,80,82,"N",719,5531,1403,294,37,152,514,1375,92,"26","43",717,652,4.08,123,0.979
2010,"HOU",4,162,76,86,"N",611,5452,1348,252,25,108,415,1025,100,"36","29",729,654,4.09,103,0.983
2010,"KCA",5,162,67,95,"N",676,5604,1534,279,31,121,471,905,115,"50","53",845,794,4.97,121,0.98
2010,"LAA",3,162,80,82,"N",681,5488,1363,276,19,155,466,1070,104,"52","37",702,651,4.04,113,0.981
2010,"LAN",4,162,80,82,"N",667,5426,1368,270,29,120,533,1184,92,"50","50",692,643,4.01,98,0.984
2010,"MIL",3,162,77,85,"N",750,5606,1471,293,33,182,546,1216,81,"26","35",804,733,4.58,101,0.983
2010,"MIN",1,162,94,68,"N",781,5568,1521,318,41,142,559,967,68,"28","53",671,638,3.95,78,0.987
2010,"NYA",2,162,95,67,"N",859,5567,1485,275,32,201,662,1136,103,"30","44",693,651,4.06,69,0.988
2010,"NYN",4,162,79,83,"N",656,5465,1361,266,40,128,502,1095,130,"44","57",652,597,3.7,87,0.986
2010,"OAK",2,162,81,81,"N",663,5448,1396,276,30,109,527,1061,156,"38","51",626,566,3.56,99,0.984
2010,"PHI",1,162,97,65,"N",772,5581,1451,290,34,166,560,1064,108,"21","43",640,594,3.67,83,0.986
2010,"PIT",6,162,57,105,"N",587,5386,1303,276,27,126,463,1207,87,"36","33",866,784,5.0,127,0.979
2010,"SDN",2,162,90,72,"N",665,5434,1338,236,24,132,538,1183,124,"50","46",581,549,3.39,72,0.988
2010,"SEA",4,162,61,101,"N",513,5409,1274,227,16,101,459,1184,142,"39","40",698,628,3.93,110,0.982
2010,"SFN",1,162,92,70,"Y",697,5488,1411,284,30,162,487,1099,55,"32","41",583,546,3.36,73,0.988
2010,"SLN",2,162,86,76,"N",736,5542,1456,285,18,150,541,1027,79,"41","40",641,577,3.57,99,0.984
2010,"TBA",1,162,96,66,"N",802,5439,1343,295,37,160,672,1292,172,"47","57",649,611,3.78,85,0.986
